,population,city,country,latitude,longitude
2042,204635,REYKJAVIK,Iceland,64.133333,-21.933333
2043,204486,Cabo Frio,Brazil,-22.835703,-42.029061
2044,204477,Oradea,Romania,47.072222,21.921111
2045,204412,Mỹ Tho,Vietnam,10.376528,106.343889
2046,204408,Fayetteville,USA,35.0851,-78.9803
2047,204336,Panvel,India,18.989401,73.117516
2048,204331,Icheon,Republic of Korea,37.271995,127.434822
2049,204268,Mainz,Germany,49.9999952,8.2710237
2050,204240,Isesaki,Japan,36.326681,139.193825
2051,204000,WELLINGTON,New Zealand,-41.28646,174.776236
2052,203874,Butembo,Democratic Republic of the Congo,0.12,29.3
2053,203813,Kuala Terengganu,Malaysia,5.329624,103.137014
2054,203731,Hạ Long,Vietnam,21.062346,107.491349
2055,203600,Puli Khumri,Afghanistan,35.95,68.7
2056,203469,Toamasina,Madagascar,-18.15,49.416667
2057,203446,Tacoma,USA,47.2522,-122.4598
2058,203431,Rostock,Germany,54.14736345,12.1090155999
2059,203428,Vantaa,Finland,60.293366,25.037733
2060,203342,Puerto Vallarta,Mexico,20.632896,-105.212958
2061,203142,Nong Bua Lam Phu,Thailand,17.221825,102.426037
2062,203116,Deoghar,India,24.48,86.7
2063,203111,Lobito,Angola,-12.39,13.56
2064,203003,Fontana,USA,34.1088,-117.4627
2065,202938,Oviedo,Spain,43.361915,-5.849389
2066,202826,Ongole,India,15.505723,80.049922
2067,202824,Columbus,USA,32.5102,-84.8749
2068,202735,Adıyaman,Turkey,37.764751,38.278561
2069,202714,al-Jinaina,Sudan,13.45,22.45
2070,202672,Tapachula,Mexico,14.908798,-92.261808
2071,202370,Aberdeen,United Kingdom,57.149717,-2.094278
2072,202360,Kabwe,Zambia,-14.428506,28.451357
2073,202325,Bayamón,Puerto Rico,18.369196,-66.165967
2074,202221,Rio Verde,Brazil,-17.835909,-50.958856
2075,202033,Taranto,Italy,40.464361,17.24703
2076,202014,Falloujah,Iraq,33.35,43.783333
2077,202009,Chapecó,Brazil,-27.101472,-52.627623
2078,202000,Iwo,Nigeria,"7,625","4,181"
2079,202000,Gusau,Nigeria,"12,173","6,679"
2080,201912,Abha,Saudi-Arabia,18.216944,42.505278
2081,201868,Ciudad de Neuquén,Argentina,-38.952444,-68.064139
2082,201557,Itajaí,Brazil,-26.904942,-48.658161
2083,201466,Phitsanulok,Thailand,16.821124,100.265852
2084,201373,Charleroi,Belgium,50.41081,4.444643
2085,201332,Montgomery,USA,32.3463,-86.2686
2086,201186,Gliwice,Poland,50.294492,18.67138
2087,201183,İskenderun,Turkey,36.5817,36.165
2088,201175,Moreno Valley,USA,33.9233,-117.2057
2089,201096,Kuito,Angola,-12.39,16.94
2090,200958,al-Chardsch,Saudi-Arabia,24.633333,46.716667
2091,200958,Khoy,Iran,38.558147,44.994474
2092,200883,Yamoussoukro,Côte d'Ivoire,"6,823","-5,276"
2093,200772,Talisay,Philippines,10.243889,123.833333
2094,200746,Nandyal,India,15.478569,78.483093
2095,200545,Sabadell,Spain,41.546275,2.108613
2096,200538,Kishiwada,Japan,34.46027,135.378081
2097,200524,Jayapura,Indonesia,-2.533,140.717
2098,200506,Morena,India,26.5,78
2099,200481,Saveh,Iran,35.018452,50.33109
2100,200327,Shreveport,USA,32.467,-93.7927
2101,200315,Tottori,Japan,35.494317,134.225368
2102,200271,Burgas,Bulgaria,42.504793,27.462636
2103,200059,Podolsk,Russia,55.431245,37.545765
2104,199963,Aurora,USA,41.7635,-88.2901
2105,199956,Yangju,Republic of Korea,37.773956,127.044782
2106,199817,Terrassa,Spain,41.563211,2.008875
2107,199791,Bojnurd,Iran,37.470206,57.314335
2108,199766,Yonkers,USA,40.9459,-73.8674
2109,199750,Sobral,Brazil,-3.678992,-40.358491
2110,199662,Maradi,Niger,"13,497","7,112"
2111,199627,Banjarbaru,Indonesia,-3.490555,114.833009
2112,199374,Kōfu,Japan,35.66716,138.568993
2113,199303,Coquimbo,Chile,-29.9533,-71.3436
2114,199219,Bytom,Poland,50.348382,18.915718
2115,199154,Meycauayan,Philippines,14.749886,120.973929
2116,199057,Sibu,Malaysia,2.287284,111.830535
2117,198841,Odawara,Japan,35.25642,139.154904
2118,198836,Osmaniye,Turkey,37.06805,36.261589
2119,198819,Móstoles,Spain,40.323213,-3.867629
2120,198750,Pamplona,Spain,42.812526,-1.645775
2121,198413,Rio Claro,Brazil,-22.313108,-47.698613
2122,198383,Cabo de Santo Agostinho,Brazil,-8.345419,-34.956222
2123,198285,Bahir Dar,Ethiopia,11.58,37.39
2124,198100,Akron,USA,41.0805,-81.5214
2125,197869,Sullana,Peru,-4.903638,-80.686432
2126,197735,Sadiqabad,Pakistan,28.292432,70.118416
2127,197662,Bhiwani,India,28.799045,76.133511
2128,197575,Huntington Beach,USA,33.6906,-118.0093
2129,197551,Thanh Hóa,Vietnam,20.129128,105.313118
2130,197450,Kokand,Uzbekistan,40.528611,70.9425
2131,197449,Tocuyito,Venezuela,10.10686,-68.081567
2132,197437,Suzuka,Japan,34.845626,136.590099
2133,197398,Abomey,Benin,"7,173","1,999"
2134,197392,Kramatorsk,Ukraine,48.7248,37.5462
2135,197382,Porbandar,India,21.641707,69.629265
2136,197369,Palakkad,India,10.78673,76.654793
2137,197359,Rybinsk,Russia,58.05,38.833333
2138,197357,Little Rock,USA,34.7254,-92.3586
2139,197351,Anand,India,22.556,72.951
2140,197350,Augusta,USA,33.3655,-82.0734
2141,197307,Dodoma,Tanzania,-6.15,35.78
2142,197216,Ciudad Madero,Mexico,24.26694,-98.836275
2143,197211,Purnia,India,25.783333,87.466667
2144,197165,Subang Jaya,Malaysia,3.081213,101.584411
2145,196954,Rason,Democratic People's Republic of Korea,42.344444,130.384444
2146,196918,Balakovo,Russia,52.033333,47.783333
2147,196913,Be'er Sheva,Israel,31.252973,34.791462
2148,196800,Kutaisi,Georgia,42.25,42.7
2149,196621,Loum,Cameroon,4.71,9.73
2150,196524,Parakou,Benin,"9,340","2,627"
2151,196515,Kusong,Democratic People's Republic of Korea,39.966667,125.166667
2152,196429,Amarillo,USA,35.1978,-101.8287
2153,196305,Obuasi,Ghana,"6,208","-1,683"
2154,196150,Geneva,Switzerland,46.198392,6.142296
2155,196050,Qaem shahr,Iran,36.451048,52.881653
2156,196021,Glendale,USA,34.1814,-118.2458
2157,195875,Matsue,Japan,35.464077,133.063857
2158,195844,Hitachi,Japan,36.591924,140.661697
2159,195733,Hebron,Palestine,31.532569,35.099826
2160,195675,Myingyan,Myanmar,"21,46","95,39"
2161,195620,Passo Fundo,Brazil,-28.562736,-51.979524
2162,195363,Baharampur,India,22.764215,88.291121
2163,195296,San-Pedro,Côte d'Ivoire,"4,747","-6,633"
2164,195222,Bushehr,Iran,28.923384,50.820314
2165,195104,Yuzhno-Sakhalinsk,Russia,46.966667,142.733333
2166,194976,Dosquebradas,Colombia,4.8501,-75.66591
2167,194919,Dudley,United Kingdom,52.512255,-2.081112
2168,194899,Mobile,USA,30.6684,-88.1002
2169,194775,Osan,Republic of Korea,37.145472,127.066708
2170,194537,Guri,Republic of Korea,37.594312,127.129565
2171,194532,Monywa,Myanmar,"22,11","95,13"
2172,194488,Itami,Japan,34.771677,135.421006
2173,194461,Tébessa,Algeria,35.4,8.116667
2174,194313,Tarija,Bolivia,-21.533333,-64.733333
2175,194094,Petropavlovsk (Severo- Kazakhstanskaya oblast),Kazakhstan,54.873221,69.150548
2176,194087,Kassel,Germany,51.3090209,9.4762981
2177,194009,Guacara,Venezuela,10.235556,-67.885
2178,193983,Al Khor,Qatar,25.680408,51.49685
2179,193931,Sohag,Egypt,26.559074,31.695671
2180,193629,Mutare,Zimbabwe,-18.966667,32.633333
2181,193563,DILI,Timor-Leste,-8.55,125.566667
2182,193370,Tarakan,Indonesia,3.303628,117.62428
2183,193350,Nishitōkyō,Japan,35.743565,139.565836
2184,193302,Almere,Netherlands,52.350785,5.264702
2185,193240,Tall Afar,Iraq,36.374167,42.45
2186,193212,Zabrze,Poland,50.324928,18.785719
2187,193127,Groningen,Netherlands,53.219384,6.566502
2188,193093,Kırıkkale,Turkey,39.846821,33.515251
2189,192756,Regina,Canada,50.454722,-104.606667
2190,192680,Hyesan,Democratic People's Republic of Korea,41.4,128.183333
2191,192294,Grand Rapids,USA,42.9612,-85.6556
2192,192008,Yamaguchi,Japan,34.172677,131.480646
2193,191826,al-Tuqba,Saudi-Arabia,26.284624,50.192229
2194,191764,Barrancabermeja,Colombia,7.059715,-73.873798
2195,191662,Araçatuba,Brazil,-21.208458,-50.44092
2196,191619,Georgetown,Malaysia,5.414921,100.329761
2197,191588,Qarchak,Iran,35.440406,51.57113
2198,191297,Uji,Japan,34.891221,135.805123
2199,191218,San Andres de Tumaco,Colombia,1.809852,-78.769178
2200,191200,Ormoc,Philippines,11.005,124.608889
2201,191180,Salt Lake City,USA,40.7785,-111.9314
2202,191139,Luziânia,Brazil,-16.262901,-47.892702
2203,190708,Netanya,Israel,32.321458,34.853196
2204,190513,Severodvinsk,Russia,64.568056,39.831667
2205,190420,Shah Alam,Malaysia,3.073281,101.518461
2206,190184,Batu,Indonesia,-7.8671,112.5239
2207,190064,Altay,China,47.8445524,88.1343413
2208,190000,Yenagoa,Nigeria,"4,941","6,358"
2209,189863,Newcastle upon Tyne,United Kingdom,54.978252,-1.61778
2210,189742,Chongju,Democratic People's Republic of Korea,39.697592,125.206683
2211,189660,Hurghada,Egypt,27.257896,33.811607
2212,189502,Ussuriisk,Russia,43.8,131.966667
2213,189474,Northampton,United Kingdom,52.240477,-0.902656
2214,189453,San Pablo de las Salinas,Mexico,19.432608,-99.133208
2215,189233,Santa Bárbara d'Oeste,Brazil,-22.763025,-47.414732
2216,189072,Muene-Ditu,Democratic Republic of the Congo,-7,23.45
2217,188986,Burewala,Pakistan,30.163591,72.68044
2218,188968,Linz,Austria,48.30694,14.28583
2219,188863,Bạc Liêu,Vietnam,9.251556,105.513647
2220,188430,Yanbu’ al-Bahr,Saudi-Arabia,24.034449,38.16648
2221,188337,Aydın,Turkey,37.848056,27.845278
2222,188295,Seleyang Baru,Malaysia,3.254692,101.653636
2223,188278,Morvi,India,22.81199,70.823619
2224,188013,Lauro de Freitas,Brazil,-12.896602,-38.321842
2225,188003,Cartagena,Spain,37.625683,-0.996584
2226,187711,Higashihiroshima,Japan,34.389035,132.759762
2227,187567,Brescia,Italy,45.541553,10.211802
2228,187442,Klaipėda,Lithuania,55.703295,21.144279
2229,187405,Hải Dương,Vietnam,20.938596,106.320686
2230,187251,Chilpancingo,Mexico,17.573262,-99.519875
2231,187185,Orai,India,25.98,79.47
2232,187106,Marawi,Philippines,8,124.3
2233,187098,Jessore,Bangladesh,23.1666228,89.1986251
2234,187087,Jerez de la Frontera,Spain,36.685006,-6.126074
2235,187056,Portsmouth,United Kingdom,50.816667,-1.083333
2236,186895,Castanhal,Brazil,-1.290856,-47.924665
2237,186852,Pagadian,Philippines,7.839703,123.434344
2238,186525,El Oued,Algeria,33.37134,6.847968
2239,186462,Singkawang,Indonesia,0.91038,109.021544
2240,186460,Korolev (Moskovskaya oblast),Russia,55.916667,37.816667
2241,186411,Tallahassee,USA,30.4551,-84.2534
2242,186262,Pasuruan,Indonesia,-7.639617,112.90666
2243,186254,Huntsville,USA,34.7843,-86.539
2244,186241,Bahraich,India,27.58,81.6
2245,186000,Thái Bình,Vietnam,20.446347,106.336583
2246,185996,Hagen,Germany,51.3417569,7.48552851667
2247,185937,Podgorica,Montenegro,42.441286,19.262892
2248,185925,Sikar,India,27.6094,75.139911
2249,185925,San Francisco de Macoris,Dominican Republic,19.3,-70.25
2250,185895,Vellore,India,12.916517,79.132499
2251,185865,Hirosaki,Japan,40.596827,140.447504
2252,185829,Kodaira,Japan,35.737024,139.488294
2253,185705,Ternate,Indonesia,0.789961,127.373228
2254,185623,Sirjan,Iran,29.458668,55.671405
2255,185574,Liège,Belgium,50.632557,5.579666
2256,185543,Luton,United Kingdom,51.878671,-0.420026
2257,185242,Poza Rica,Mexico,20.522203,-97.444464
2258,185204,Mytishchi,Russia,55.919847,37.765499
2259,185190,Singrauli,India,24.202,82.666
2260,184940,Angra dos Reis,Brazil,-22.98839,-44.305689
2261,184836,Preston,United Kingdom,53.763201,-2.70309
2262,184661,Santander,Spain,43.462306,-3.80998
2263,184655,Yachiyo,Japan,35.739883,140.104286
2264,184506,Milton Keynes,United Kingdom,52.040622,-0.759417
2265,184470,Holon,Israel,32.015833,34.787384
2266,184460,Nova Friburgo,Brazil,-22.287002,-42.541809
2267,184252,Khammam,India,17.247253,80.151445
2268,184239,Kota Sorong,Indonesia,-0.866667,131.25
2269,184133,Mahesana,India,23.587961,72.369325
2270,184105,Silchar,India,24.833271,92.778905
2271,184000,Ughelli,Nigeria,"5,509","6,025"
2272,183859,6th of October City,Egypt,29.976316,30.948192
2273,183656,Limassol,Cyprus,34.70713,33.022617
2274,183549,Kabinda,Democratic Republic of the Congo,-6.14,24.48
2275,183383,Sambalpur,India,21.466872,83.981166
2276,183372,Grand Prairie,USA,32.6842,-97.021
2277,183352,Parauapebas,Brazil,-6.08193,-49.880354
2278,183270,Knoxville,USA,35.9709,-83.9465
2279,183269,Saint-Louis,Senegal,"16,016","-16,490"
2280,183037,Fergana,Uzbekistan,40.386389,71.786389
2281,182903,Skikda,Algeria,36.866667,6.9
2282,182800,Portmore,Jamaica,17.949994,-76.879921
2283,182767,Moca,Dominican Republic,19.383333,-70.516667
2284,182563,Godoy Cruz,Argentina,-32.917782,-68.832092
2285,182563,Las Heras,Argentina,-32.849121,-68.81562
2286,182544,Worcester,USA,42.2695,-71.8078
2287,182544,Ferraz de Vasconcelos,Brazil,-23.520226,-46.344308
2288,182526,Águas Lindas de Goiás,Brazil,-15.736026,-48.255861
2289,182350,Ilhéus,Brazil,-14.818191,-39.033922
2290,182263,Kushiro,Japan,42.996045,144.466032
2291,182201,Legazpi,Philippines,13.139062,123.7438
2292,182020,Newport News,USA,37.076,-76.5217
2293,181900,Iquique,Chile,-20.2167,-70.142223
2294,181860,Brownsville,USA,26.0183,-97.4538
2295,181702,Donostia,Spain,43.318334,-1.981231
2296,181556,Valencia,Philippines,7.9,125.083333
2297,181418,Tunja,Colombia,5.539982,-73.345634
2298,181260,Overland Park,USA,38.889,-94.6906
2299,181210,Tilburg,Netherlands,51.560596,5.091914
2300,181100,Miskolc,Hungary,48.096363,20.762386
2301,180900,Anseong,Republic of Korea,37.018468,127.268207
2302,180797,Mitaka,Japan,35.702708,139.560831
2303,180702,Petropavlovsk-Kamchatsky,Russia,53.016667,158.65
2304,180617,Loja,Ecuador,-3.983333,-79.2
2305,180600,Mukdahan,Thailand,16.569572,104.523121
2306,180454,Shibin El Kom,Egypt,30.560456,31.007948
2307,180414,Uşak,Turkey,38.682301,29.40819
2308,180353,Reggio Calabria,Italy,38.111301,15.647291
2309,180180,Antsirabe,Madagascar,-19.866667,47.033333
2310,180000,Waw,Sudan,7.7,28
2311,179992,Reims,France,49.258329,4.031696
2312,179937,Amadora,Portugal,38.75776,-9.224547
2313,179755,Kitale,Kenya,1.04,35
2314,179745,Santa Teresa del Tuy,Venezuela,10.27085,-66.70412
2315,179735,Fuenlabrada,Spain,40.290206,-3.803548
2316,179697,Barra Mansa,Brazil,-22.54848,-44.170862
2317,179689,Geelong,Australia,-38.148544,144.361348
2318,179602,Alcalá de Henares,Spain,40.481979,-3.363542
2319,179590,Santa Clarita,USA,34.4049,-118.5047
2320,179526,Taunggyi,Myanmar,"20,78","97,04"
2321,179482,Hino,Japan,35.679765,139.412094
2322,179352,Izumi,Japan,34.480026,135.428073
2323,179274,Kragujevac,Serbia,44.012793,20.911423
2324,178965,Takaoka,Japan,36.751218,137.026517
2325,178915,Tiaret,Algeria,35.367355,1.322032
2326,178884,Lyubertsy,Russia,55.686462,37.898155
2327,178846,Turku,Finland,60.451813,22.26663
2328,178538,Ambato,Ecuador,-1.241667,-78.619722
2329,178526,Vila Nova de Gaia,Portugal,41.123876,-8.611785
2330,178517,San Fernando de Apure,Venezuela,7.894,-67.473
2331,178363,Norilsk,Russia,69.333333,88.216667
2332,178205,Syzran,Russia,53.166667,48.466667
2333,178192,Split,Croatia,43.508132,16.440193
2334,178148,Padang Sidempuan,Indonesia,1.378611,99.272222
2335,178021,Trondheim,Norway,63.430515,10.395053
2336,178020,Birjand,Iran,32.864904,59.226247
2337,178000,Dutse,Nigeria,"11,712","9,360"
2338,177994,Providence,USA,41.8231,-71.4188
2339,177971,Botshabelo,South Africa,-29.233056,26.733056
2340,177944,Tuy Hòa,Vietnam,13.0822,109.3162
2341,177798,Āwassa,Ethiopia,7.06,38.48
2342,177658,Unnao,India,26.539345,80.48782
2343,177588,Baní,Dominican Republic,18.29,-70.33
2344,177563,Moratuwa,Sri Lanka,6.788071,79.891281
2345,177219,Bielsko-Biała,Poland,49.822377,19.058384
2346,177209,Hugli-Chinsurah,India,22.9,88.39
2347,177201,Saarbrücken,Germany,49.2343618,6.9963794
2348,177169,Benguela,Angola,-12.58,13.4
2349,177087,Bacău,Romania,46.583333,26.916667
2350,177011,Prachuap Khiri Khan,Thailand,11.816667,99.8
2351,177009,Salmiya,Kuwait,29.335294,48.071561
2352,177000,Owo,Nigeria,"7,200","5,581"
2353,176973,Guarapuava,Brazil,-25.364621,-51.47578
2354,176909,MANAMA,Bahrain,26.216667,50.583333
2355,176851,Split,Croatia,43.508132,16.440193
2356,176713,Kumilla,Bangladesh,23.4601447,91.1812401
2357,176525,Mangaung,South Africa,-29.116667,26.216667
2358,176504,Aksaray,Turkey,38.36869,34.03698
2359,176370,Ube,Japan,34.00303,131.221733
2360,176349,Việt Trì,Vietnam,21.322609,105.399935
2361,176139,Béjaïa,Algeria,36.75089,5.056733
2362,176048,Hamm,Germany,51.6615566,7.81666112944
2363,176046,Anjō,Japan,34.959986,137.08716
2364,176000,Ikare,Nigeria,"7,537","5,778"
2365,175675,Phetchaburi,Thailand,12.964922,99.642588
2366,175670,Gregorio de Laferrere,Argentina,-34.749748,-58.584591
2367,175639,Tachikawa,Japan,35.714069,139.408007
2368,175502,Modena,Italy,44.648837,10.920087
2369,175497,Le Havre,France,49.49437,0.107929
2370,175455,Jacobabad,Pakistan,28.281989,68.437904
2371,175178,Zlatoust,Russia,55.166667,59.666667
2372,175140,Garden Grove,USA,33.7788,-117.9605
2373,175103,San Carlos,Philippines,15.928056,120.348889
2374,175047,Raiganj,India,25.61853,88.125584
2375,175000,Yola,Nigeria,"9,196","12,495"
2376,174974,Nossa Senhora do Socorro,Brazil,-10.856698,-37.08132
2377,174931,Naga,Philippines,13.621775,123.194824
2378,174619,Miri,Malaysia,4.399493,113.991383
2379,174589,Isiro,Democratic Republic of the Congo,2.77,27.62
2380,174493,Kamensk-Uralsky,Russia,56.4,61.933333
2381,174472,Lubuklinggau,Indonesia,-3.296667,102.861667
2382,174436,Leganés,Spain,40.331951,-3.768655
2383,174433,Banda Aceh,Indonesia,5.55,95.316667
2384,174402,Temirtau,Kazakhstan,50.050961,72.966074
2385,174402,Phusro,India,23.762264,86.002069
2386,174364,Panabo,Philippines,7.308707,125.684118
2387,174355,Adityapur,India,22.79077,86.166118
2388,174230,Carúpano,Venezuela,10.672222,-63.240278
2389,174164,Alappuzha,India,9.498067,76.338848
2390,174139,Muridike,Pakistan,31.816091,74.252963
2391,174080,Ayacucho,Peru,-13.935963,-74.030012
2392,174047,Norwich,United Kingdom,52.630886,1.297355
2393,173960,Basel,Switzerland,47.567442,7.597551
2394,173936,Pilsen,Czech Republic,49.738431,13.373637
2395,173922,Sóc Trăng,Vietnam,9.600369,105.959954
2396,173837,Bitung,Indonesia,1.132181,124.630337
2397,173761,Tomakomai,Japan,42.639784,141.596773
2398,173625,Korhogo,Côte d'Ivoire,"9,457","-5,632"
2399,173588,Kamakura,Japan,35.319031,139.550703
2400,173531,Tlemcen,Algeria,34.882776,-1.31667
2401,173366,Chattanooga,USA,35.0665,-85.2471
2402,173350,Olsztyn,Poland,53.778422,20.480119
2403,173100,Afyonkarahisar,Turkey,38.754167,30.540278
2404,173000,Gwagwalada,Nigeria,"8,948","7,076"
2405,172919,Chicoloapan de Juárez,Mexico,19.432608,-99.133208
2406,172794,Oceanside,USA,33.2246,-117.3062
2407,172778,Calbayog,Philippines,12.066667,124.6
2408,172728,Carolina,Puerto Rico,18.380782,-65.957387
2409,172638,Jackson,USA,32.3158,-90.2128
2410,172583,Iwata,Japan,34.663979,137.866468
2411,172499,Prato,Italy,43.877705,11.102228
2412,172402,São José de Ribamar,Brazil,-2.563179,-44.055709
2413,172389,Fort Lauderdale,USA,26.1413,-80.1439
2414,172339,Muzaffargarh,Pakistan,30.070278,71.193333
2415,172275,Phetchabun,Thailand,16.301669,101.11928
2416,172213,Ilam,Iran,33.6375,46.422778
2417,172137,Saint-Paul,Réunion,-21.014047,55.269527
2418,172110,Castellon de la Plana,Spain,39.986356,-0.051325
2419,171990,Santa Rosa,USA,38.4468,-122.7061
2420,171932,Ibirité,Brazil,-20.023437,-44.060349
2421,171916,Chincha Alta,Peru,-13.42553,-76.136711
2422,171824,La Victoria,Venezuela,10.227778,-67.333611
2423,171824,Townsville,Australia,-19.257622,146.817879
2424,171773,Pointe-à-Pitre,Guadeloupe,16.2411,-61.5331
2425,171482,Teresópolis,Brazil,-22.40964,-42.968229
2426,171472,Sakura,Japan,35.719209,140.229634
2427,171386,Rancho Cucamonga,USA,34.1233,-117.5642
2428,171284,Alexandra,South Africa,-26.103833,28.096167
2429,171282,Lambaré,Paraguay,-25.345815,-57.60991
2430,171260,Saint-Étienne,France,45.439695,4.387178
2431,171200,Charikar,Afghanistan,35.013056,69.168889
2432,171081,Novocherkassk,Russia,47.416667,40.083333
2433,171056,Chimoio,Mozambique,-19.116667,33.45
2434,171016,Port St. Lucie,USA,27.281,-80.3838
2435,170994,Walsall,United Kingdom,52.586214,-1.982919
2436,170986,Imabari,Japan,34.064167,132.993655
2437,170964,Madiun,Indonesia,-7.62386,111.534906
2438,170931,Dawei,Myanmar,"14,09","98,20"
2439,170771,Girón,Colombia,7.13011,-73.12569
2440,170751,Huánuco,Peru,-9.929845,-76.243265
2441,170715,Piraeus,Greece,37.964,23.632367
2442,170600,Bukand,Iran,36.521111,46.208889
2443,170576,Braga,Portugal,41.545449,-8.426507
2444,170473,Mesquita,Brazil,-22.787465,-43.413867
2445,170426,Bahadurgarh,India,28.68,76.92
2446,170332,Salatiga,Indonesia,-7.33683,110.498817
2447,170327,Odense,Denmark,55.403756,10.40237
2448,170263,Baranovichi,Belarus,53.125574,26.009168
2449,170189,Volgodonsk,Russia,47.506047,42.179434
2450,170008,Machilipatnam,India,16.17,81.13
2451,169927,Ouargla,Algeria,31.95,5.316667
2452,169571,Matsusaka,Japan,34.57796,136.52762
2453,169482,Kumbo,Cameroon,6.21,10.69
2454,169466,Ciudad del Carmen,Mexico,21.877165,-102.315353
2455,169384,Miyakonojō,Japan,31.736361,131.074637
2456,169333,Rae Bareli,India,26.23,81.25
2457,169201,Hadano,Japan,35.370175,139.225868
2458,169013,Jalpaiguri,India,26.52,88.73
2459,169000,El-Aaiún,Western Sahara,27.125287,-13.1625
2460,168880,Khan Yunis,Palestine,31.349977,34.299682
2461,168729,Bharuch,India,21.705136,72.995875
2462,168720,Chalco de Díaz Covarrubias,Mexico,19.261394,-98.891943
2463,168655,Abakan,Russia,53.716667,91.416667
2464,168518,Edéa,Cameroon,3.8,10.13
2465,168485,Pathankot,India,32.264338,75.642112
2466,168443,Hoshiarpur,India,31.53,75.92
2467,168228,Tempe,USA,33.3884,-111.9318
2468,168188,Obihiro,Japan,42.918006,143.202064
2469,168180,Huichon,Democratic People's Republic of Korea,40.1707,126.2761
2470,168009,Andong,Republic of Korea,36.568354,128.729357
2471,167986,Baramula,India,34.19905,74.34995
2472,167962,Burgos,Spain,42.343993,-3.696906
2473,167960,Kigoma,Tanzania,-4.89,29.65
2474,167958,Tanjung Pinang,Indonesia,-3.784245,103.627589
2475,167895,Apartadó,Colombia,7.817427,-76.717665
2476,167850,Samarra,Iraq,34.192537,43.886423
2477,167666,Kabankalan,Philippines,9.983333,122.816667
2478,167555,Berazategui,Argentina,-34.762001,-58.211296
2479,167527,Bournemouth,United Kingdom,50.719164,-1.880769
2480,167500,Ontario,USA,34.0395,-117.6088
2481,167451,Bo,Sierra Leone,"7,950","-11,740"
2482,167419,İnegöl,Turkey,40.081619,29.514469
2483,167405,Vancouver,USA,45.6372,-122.5965
2484,167281,Maikop,Russia,44.6,40.083333
2485,167176,Araguaína,Brazil,-7.203917,-48.224726
2486,166893,Piteşti,Romania,44.860556,24.867778
2487,166782,Sukhothai,Thailand,17.005557,99.826371
2488,166640,Mülheim an der Ruhr,Germany,51.41124185,6.8807856226
2489,166634,Barrie,Canada,44.389356,-79.690332
2490,166505,Francisco Morato,Brazil,-20.529318,-47.388718
2491,166443,Nijmegen,Netherlands,51.812563,5.837226
2492,166420,Jhelam,Pakistan,32.940548,73.727629
2493,166419,Tân An,Vietnam,10.53301,106.405254
2494,166344,Adoni,India,15.632223,77.272837
2495,166342,Florencia,Colombia,1.590463,-75.566027
2496,166284,Bene Beraq,Israel,32.084932,34.835226
2497,166225,Jind,India,29.316667,76.316667
2498,166205,Miass,Russia,55,60.1
2499,166087,Cabudare,Venezuela,10.033056,-69.263333
2500,166003,Arad,Romania,46.166667,21.316667
2501,165984,Gueckedou,Guinea,"8,564","-10,131"
2502,165831,Cape Coral,USA,26.6431,-81.9973
2503,165799,al-Chubar,Saudi-Arabia,26.272319,50.206611
2504,165511,Itu,Brazil,-23.260225,-47.300285
2505,165420,Cianjur,Indonesia,-6.817253,107.130729
2506,165363,Tonk,India,26.17,75.78
2507,165346,St. John's,Canada,47.560541,-52.712831
2508,165327,Itapecerica da Serra,Brazil,-23.690045,-46.856312
2509,165241,Béchar,Algeria,31.618249,-2.214323
2510,165220,Fianarantsoa,Madagascar,-21.453611,47.085833
2511,165206,González Catán,Argentina,-34.76272,-58.63008
2512,165131,Dinajpur,Bangladesh,25.6260712,88.6346228
2513,165130,Quilpué,Chile,-33.049725,-71.431091
2514,165072,Tala/Kangundo,Kenya,-1.29,37.34
2515,164741,Patras,Greece,38.24664,21.734574
2516,164676,Sioux Falls,USA,43.5383,-96.732
2517,164649,Tenali,India,16.242778,80.64
2518,164532,Toulon,France,43.124228,5.928
2519,164265,Kancheepuram,India,12.834174,79.70364
2520,164252,Germiston,South Africa,-26.217778,28.167222
2521,164249,Cagliari,Italy,39.223841,9.121661
2522,164248,Copiapó,Chile,-27.366359,-70.332237
2523,164180,Loei,Thailand,17.486023,101.7223
2524,164122,Springfield,USA,37.1942,-93.2913
2525,164000,Ikerre,Nigeria,"7,492","5,227"
2526,163971,Samawa,Iraq,31.316667,45.283333
2527,163840,Ishinomaki,Japan,38.446132,141.310544
2528,163745,San Carlos,Costa Rica,9.617498,-84.111846
2529,163676,Dagupan,Philippines,16.0433,120.333312
2530,163630,Vapi,India,20.366667,72.9
2531,163472,Las Tunas,Cuba,21.060516,-76.91821
2532,163457,Parma,Italy,44.801485,10.327904
2533,163385,Ziguinchor,Senegal,"12,566","-16,274"
2534,163342,Timon,Brazil,-5.100981,-42.827075
2535,163304,Springs,South Africa,-26.254722,28.442778
2536,163172,Kindu,Democratic Republic of the Congo,-2.94,25.93
2537,163140,Apopa,El Salvador,13.8,-89.183333
2538,163047,Ōgaki,Japan,35.359326,136.612701
2539,163045,Bago,Philippines,10.533333,122.833333
2540,162941,Phan Rang-Tháp Chàm,Vietnam,11.599287,108.949852
2541,162920,Güigüe,Venezuela,10.083333,-67.783333
2542,162889,Mufulira,Zambia,-12.55027,28.240967
2543,162885,Mostaganem,Algeria,35.933333,0.083333
